[2024-07-14T03:15:28.891+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-14T03:15:28.918+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: raw_load_atms.insert_table manual__2024-07-13T21:41:21.360779+00:00 [queued]>
[2024-07-14T03:15:28.929+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: raw_load_atms.insert_table manual__2024-07-13T21:41:21.360779+00:00 [queued]>
[2024-07-14T03:15:28.930+0530] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-07-14T03:15:28.947+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): insert_table> on 2024-07-13 21:41:21.360779+00:00
[2024-07-14T03:15:28.954+0530] {standard_task_runner.py:63} INFO - Started process 34967 to run task
[2024-07-14T03:15:28.957+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'raw_load_atms', 'insert_table', 'manual__2024-07-13T21:41:21.360779+00:00', '--job-id', '1375', '--raw', '--subdir', 'DAGS_FOLDER/dag_raw_atms.py', '--cfg-path', '/tmp/tmph0b30k_k']
[2024-07-14T03:15:28.960+0530] {standard_task_runner.py:91} INFO - Job 1375: Subtask insert_table
[2024-07-14T03:15:29.004+0530] {task_command.py:426} INFO - Running <TaskInstance: raw_load_atms.insert_table manual__2024-07-13T21:41:21.360779+00:00 [running]> on host kali
[2024-07-14T03:15:29.100+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='raw_load_atms' AIRFLOW_CTX_TASK_ID='insert_table' AIRFLOW_CTX_EXECUTION_DATE='2024-07-13T21:41:21.360779+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-13T21:41:21.360779+00:00'
[2024-07-14T03:15:29.101+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-14T03:15:29.126+0530] {logging_mixin.py:188} INFO - atm_id`,`branch_id`,`location`,`status`,`installation_date`,`ingetion_timestamp
[2024-07-14T03:15:29.127+0530] {logging_mixin.py:188} INFO - ('b61f57be-3356-46bd-a801-55ef5611526c', '418589f1-4d7b-43ab-9a7e-3e328ec56a6c', '0001 Nicole Turnpike\nPort Suzannebury, MS 99057', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.130+0530] {logging_mixin.py:188} INFO - ('f6797071-9c7f-4963-82d1-3709d25565ff', '1feb5bd4-d312-4569-afbb-eb4b704f6452', 'USNV Rodriguez\nFPO AA 66834', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.133+0530] {logging_mixin.py:188} INFO - ('30ef69fb-033e-4cf4-9a1b-5dd2cde7f5c9', 'ec94ad9e-e6a9-4882-be85-9f64f3292d84', '3910 William Forges\nNorth Michael, IN 75977', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.134+0530] {logging_mixin.py:188} INFO - ('55d6a754-a408-4299-a423-6e3d6b5c293c', '5f4a38c6-5b09-421a-bccb-d9722679b599', '0023 Benjamin Wells Suite 648\nNorth Corystad, OK 60606', 'maintenance', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.136+0530] {logging_mixin.py:188} INFO - ('40f206d6-19cb-4a9e-ba86-f501c70f59a0', 'ce979b75-9030-49b6-a2e1-465baf5483ec', '0952 Baxter Ville Suite 533\nCarsonland, LA 10690', 'maintenance', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.138+0530] {logging_mixin.py:188} INFO - ('3ba81810-92a4-4fb8-91c4-24a2f3801ae9', 'a6cecd1d-da7f-4e16-94a4-b6c823c0d7d8', '8790 Austin Cliff Suite 408\nMurphyborough, TX 69007', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.139+0530] {logging_mixin.py:188} INFO - ('61b5c1bf-ced7-4449-8213-b144b809fcfc', '4e2effcb-b94c-4630-8ac7-7d6515f53838', '3856 Gibson Mills\nPort Stephaniefort, DC 01058', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.139+0530] {logging_mixin.py:188} INFO - ('f5ad9749-b0f1-4400-9606-f9067c6b0bac', 'bd4f3f49-172b-46fb-bb24-99202eecf31e', '2358 Bruce Parkways Suite 810\nPacechester, IN 62742', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.140+0530] {logging_mixin.py:188} INFO - ('d20d0798-81b0-4250-a093-10d869a06897', 'e3677159-5b63-4290-ad86-57cbaba563c2', '5549 Fox Mountains Suite 829\nMcfarlandborough, GA 37322', 'maintenance', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.141+0530] {logging_mixin.py:188} INFO - ('f64a441c-e385-485d-bee1-aee03e4ed84f', '3ae0ee53-9881-4005-a704-1feb2fe70c68', '9412 Serrano Centers Apt. 043\nPort Jamie, MH 35600', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.141+0530] {logging_mixin.py:188} INFO - ('b8d03af6-da1c-4cd2-bf24-a6b8d6199e77', 'ce979b75-9030-49b6-a2e1-465baf5483ec', '7337 Johnson Corners Suite 258\nEast Tylertown, NE 22252', 'out of service', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.142+0530] {logging_mixin.py:188} INFO - ('3d13298e-d265-4bb1-ba6a-085db67f8667', 'f6ad58a8-cb8d-41c3-ae5a-d94f0fb21de6', '803 Cunningham Pike Apt. 862\nGaryberg, OR 57371', 'maintenance', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.142+0530] {logging_mixin.py:188} INFO - ('b580e716-4861-423c-93cd-2cd20519d9e3', '312d2527-8f72-4171-bd70-7e27964796c4', '0818 Cooley Plaza\nLucasbury, MH 56939', 'maintenance', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.143+0530] {logging_mixin.py:188} INFO - ('6d82da5d-c56d-4c03-80d0-f1c8cb0c05cf', '418589f1-4d7b-43ab-9a7e-3e328ec56a6c', '6072 Catherine Port Apt. 259\nMillerhaven, NC 43661', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.143+0530] {logging_mixin.py:188} INFO - ('58c7a75b-ea0d-40cb-a931-27ddddbc62ec', '98fa3186-3579-4138-9dbd-b194399a57f9', '32042 Timothy Trafficway Apt. 313\nChasechester, MN 61777', 'maintenance', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.144+0530] {logging_mixin.py:188} INFO - ('36bcfc83-7896-4336-9e16-80fa54cc4beb', '67aba811-3f48-4f96-ae18-742920d8a352', '150 Edgar Isle Apt. 394\nNew James, TX 88677', 'maintenance', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.144+0530] {logging_mixin.py:188} INFO - ('c48406ae-ce09-463d-9d9a-cdfceb47edae', '98fa3186-3579-4138-9dbd-b194399a57f9', 'USS Ramsey\nFPO AA 62477', 'maintenance', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.145+0530] {logging_mixin.py:188} INFO - ('dcf24894-98c6-46ac-9e05-cf709155f514', '6aca17d8-d3e1-437e-888a-12aa7bf373a0', '07254 Wilson Keys\nNorth Ryan, OR 01124', 'maintenance', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.145+0530] {logging_mixin.py:188} INFO - ('3a7739dc-63dd-4fe2-aee6-6e35dd9c6128', '218108ac-6a4d-49fd-90e1-18bdad874226', '6294 Navarro Square Suite 664\nLake Marymouth, CA 68599', 'out of service', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.147+0530] {logging_mixin.py:188} INFO - ('8e50de03-fadd-469f-a342-503bcb8dbdf6', '580b5c8a-9ff3-4334-aa31-0078ca8f0da4', '700 Walsh Lights Suite 116\nNathanshire, MH 20469', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.148+0530] {logging_mixin.py:188} INFO - ('99ebb4a6-a4ae-403e-ac64-af0543ee320c', '8a9334a1-b139-474a-b2a9-a46b8f8d387c', 'PSC 6699, Box 9593\nAPO AP 87489', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.148+0530] {logging_mixin.py:188} INFO - ('2069256b-e61d-437a-b0e8-871dd557e22a', '68496e7a-2782-4689-81c6-c2395d43391a', '4471 Christine Grove Apt. 256\nTurnerhaven, PA 70775', 'maintenance', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.149+0530] {logging_mixin.py:188} INFO - ('acc42a12-d82d-42bb-b3f1-331ecda12a82', '9265c872-217e-485d-bc9b-9d16f33ce54e', '5474 Pacheco Mews Apt. 179\nWest Robertberg, ND 16241', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.151+0530] {logging_mixin.py:188} INFO - ('5285f98d-b30a-4a2f-a805-d6038cc10c59', '410819d2-cf9e-4646-bf20-9cd599298f98', '27493 Carl Spur\nNorth Ronaldchester, NM 75773', 'out of service', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.152+0530] {logging_mixin.py:188} INFO - ('68c2934e-9def-4691-8110-1ee85e96825f', 'c3a6e591-6fcf-4194-ac06-4cd7cb881d6e', '836 Barbara Club Apt. 389\nCrystalton, SD 05429', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.153+0530] {logging_mixin.py:188} INFO - ('db936c32-35b1-4da8-989d-594641d57476', 'a6cecd1d-da7f-4e16-94a4-b6c823c0d7d8', '8363 Green Estates\nSmithhaven, OR 11645', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.154+0530] {logging_mixin.py:188} INFO - ('57124bd1-f272-4c72-84b6-f1a303890eca', 'fdc3f0ab-25ed-4856-8b0b-753ba9ccc2c9', '496 Susan Neck Suite 339\nLaurabury, ID 74899', 'active', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.155+0530] {logging_mixin.py:188} INFO - ('7a718a0f-9f29-4695-9253-a4ea0c4a5ff7', '99175c3c-ba12-412a-8bef-6d6ccc372ec2', '8386 Wilkinson Course Suite 882\nPort Hollyton, WY 54992', 'maintenance', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
[2024-07-14T03:15:29.155+0530] {logging_mixin.py:188} INFO - ('1bdf916d-5fa6-422c-8ce1-3bbb9bdfa148', '7f7a19c5-ccd8-4947-a8b3-08966c044812', '9297 Pearson Centers Apt. 791\nRodriguezmouth, AR 47300', 'maintenance', '2024-07-14', Timestamp('2024-07-14 03:15:29.124922'))
