[2024-07-13T18:25:13.129+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-13T18:25:13.162+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: raw_load_atms.insert_table manual__2024-07-13T12:53:13.218502+00:00 [queued]>
[2024-07-13T18:25:13.175+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: raw_load_atms.insert_table manual__2024-07-13T12:53:13.218502+00:00 [queued]>
[2024-07-13T18:25:13.175+0530] {taskinstance.py:2306} INFO - Starting attempt 2 of 2
[2024-07-13T18:25:13.193+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): insert_table> on 2024-07-13 12:53:13.218502+00:00
[2024-07-13T18:25:13.203+0530] {standard_task_runner.py:63} INFO - Started process 13888 to run task
[2024-07-13T18:25:13.208+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'raw_load_atms', 'insert_table', 'manual__2024-07-13T12:53:13.218502+00:00', '--job-id', '1266', '--raw', '--subdir', 'DAGS_FOLDER/dag_raw_atms.py', '--cfg-path', '/tmp/tmpmrv1qiwo']
[2024-07-13T18:25:13.209+0530] {standard_task_runner.py:91} INFO - Job 1266: Subtask insert_table
[2024-07-13T18:25:13.259+0530] {task_command.py:426} INFO - Running <TaskInstance: raw_load_atms.insert_table manual__2024-07-13T12:53:13.218502+00:00 [running]> on host kali
[2024-07-13T18:25:13.345+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='raw_load_atms' AIRFLOW_CTX_TASK_ID='insert_table' AIRFLOW_CTX_EXECUTION_DATE='2024-07-13T12:53:13.218502+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-13T12:53:13.218502+00:00'
[2024-07-13T18:25:13.349+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-13T18:25:13.359+0530] {logging_mixin.py:188} INFO - atm_id`,`branch_id`,`location`,`status`,`installation_date`,`ingetion_timestamp
[2024-07-13T18:25:13.360+0530] {logging_mixin.py:188} INFO - ('70d8a24b-e26b-43c4-afd9-fa1185b9039d', 'dab54483-7041-4d76-ac95-934241f3d49f', '65982 Patrick Walks Suite 305\nBrandonville, UT 76225', 'out of service', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.361+0530] {logging_mixin.py:188} INFO - ('ecd333d1-1275-4d07-bed4-0d01831cc49a', '3bc98799-8c5e-4d58-b365-9c4349588f9a', '5942 Shannon Pike Suite 574\nOrtizborough, WV 61939', 'out of service', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.362+0530] {logging_mixin.py:188} INFO - ('72930b74-648c-4b1a-a0ef-08daeed4c6c3', '9ebdc262-e6f9-483c-84c2-aad056841bdb', 'USCGC Thompson\nFPO AA 54884', 'active', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.363+0530] {logging_mixin.py:188} INFO - ('28fe546a-a180-4a6f-a7e7-e81fb2b4ff2e', '3af87a68-79d6-4968-99ef-4262410d6a53', '315 Beasley Forest\nCantuchester, MS 85592', 'maintenance', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.366+0530] {logging_mixin.py:188} INFO - ('10b90b5d-7c16-4925-a162-54141169d457', '912c01e9-7ea6-4a8d-ab01-512f22140727', '635 Lawrence Hills Suite 187\nPaulaland, NY 78208', 'active', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.367+0530] {logging_mixin.py:188} INFO - ('a8b64471-e0a4-4527-ac39-213e4634a823', '2c57c68e-40fb-48ae-90dd-710e1e7917ed', '3351 Madden Islands\nHillmouth, NE 28903', 'maintenance', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.368+0530] {logging_mixin.py:188} INFO - ('e5e2e04f-b3f8-4fa8-8989-99813d627a25', '4c323c9d-1185-4943-ba98-c2d9f3e264eb', '0188 Delgado Canyon\nRodgershaven, NM 76788', 'out of service', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.370+0530] {logging_mixin.py:188} INFO - ('36f3b6e7-1b89-49d3-99bb-e8ec56191587', 'ca53c679-a2b3-49fd-b997-02286e611beb', '0533 James Street\nWest Shelley, AZ 05103', 'out of service', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.370+0530] {logging_mixin.py:188} INFO - ('cae95c0b-cd90-4dcc-b1cb-a44edaf04e8c', 'c3caeb58-3b55-481b-bb2d-9acb8a785dbe', '8472 Kathleen Route Suite 095\nMichelletown, ND 88187', 'out of service', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.371+0530] {logging_mixin.py:188} INFO - ('b0f85f5a-8b20-4fe2-b343-bf464c0db1b9', 'e424dbea-c7a3-4986-a20b-729cc44bf6da', '351 Mcguire Burgs\nLake Christinachester, NE 17780', 'active', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.372+0530] {logging_mixin.py:188} INFO - ('097043a0-cbae-44ec-81b0-8febd8f15d51', 'ca53c679-a2b3-49fd-b997-02286e611beb', '0414 Holt Flat Suite 950\nLopezchester, AK 51273', 'active', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.372+0530] {logging_mixin.py:188} INFO - ('76426bc7-80e4-45d5-a478-295628344348', 'e424dbea-c7a3-4986-a20b-729cc44bf6da', '3933 Bates Summit Apt. 939\nNorth Barbaratown, CA 68786', 'maintenance', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.373+0530] {logging_mixin.py:188} INFO - ('d4d29ae7-a917-41ce-90c6-29bd0022f148', '808822a0-b84c-48fc-acff-7c8b151961d9', '57697 Wade Summit Apt. 225\nWest Meganbury, DE 15791', 'out of service', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.374+0530] {logging_mixin.py:188} INFO - ('05c9c370-8a59-4708-942b-af78c965412b', '9ebdc262-e6f9-483c-84c2-aad056841bdb', '6802 Webster Circle\nPort Baileyfort, LA 17214', 'out of service', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.374+0530] {logging_mixin.py:188} INFO - ('30e38872-5b9c-46ac-a1f3-2a536241ccb2', '6bd99cd9-181c-4009-9d1d-fc960ebe3446', '34938 Nelson Passage\nNew Monica, OR 28110', 'active', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.375+0530] {logging_mixin.py:188} INFO - ('5bd800e4-e5e7-41f8-8e39-ce104efbc608', '381769b6-baa8-426a-9845-2e8a04209f13', '882 Nguyen Plain\nAshleyland, WV 07838', 'out of service', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.375+0530] {logging_mixin.py:188} INFO - ('45e963c9-fe5f-4c80-bfaf-1a9ba6cddd5e', '7bd6ba19-fcd4-4b58-99ec-75c54faa9edd', '9150 Scott Brook\nWaynetown, WY 04254', 'maintenance', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.376+0530] {logging_mixin.py:188} INFO - ('8722ac77-ec3e-4eee-a5cb-45279d1f9aca', 'f79cddb7-36ee-4172-befa-e2f505eca710', '0275 Christopher Dam Suite 465\nEast Brendaport, MS 75741', 'out of service', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.376+0530] {logging_mixin.py:188} INFO - ('e1c97f67-2366-462d-ae9e-6d609d7b329a', 'ba8b8247-eb2c-4b37-b321-520ddeeb6fb2', '6691 Shaw Wall Apt. 334\nMorrisberg, NH 56640', 'active', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.377+0530] {logging_mixin.py:188} INFO - ('8bac5f71-1d48-40c0-a193-52c1fe86476e', 'b2a0f88f-c198-42ab-a974-d59d158977c5', '10427 Neal Groves\nNorth Christopher, NC 05323', 'maintenance', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
[2024-07-13T18:25:13.378+0530] {logging_mixin.py:188} INFO - ('374ac55f-aa99-4d86-8c56-63afbe069316', '8e615448-b80d-41e6-b513-c806af3cf2e7', '216 Conley Cove\nSelenamouth, HI 57777', 'maintenance', '2024-07-09', Timestamp('2024-07-13 18:25:13.357818'))
