[2024-07-14T02:55:47.473+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-14T02:55:47.502+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: raw_load_customers.insert_table manual__2024-07-13T21:24:34.358036+00:00 [queued]>
[2024-07-14T02:55:47.515+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: raw_load_customers.insert_table manual__2024-07-13T21:24:34.358036+00:00 [queued]>
[2024-07-14T02:55:47.516+0530] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-07-14T02:55:47.534+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): insert_table> on 2024-07-13 21:24:34.358036+00:00
[2024-07-14T02:55:47.540+0530] {standard_task_runner.py:63} INFO - Started process 12631 to run task
[2024-07-14T02:55:47.546+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'raw_load_customers', 'insert_table', 'manual__2024-07-13T21:24:34.358036+00:00', '--job-id', '1366', '--raw', '--subdir', 'DAGS_FOLDER/dag_raw_customers.py', '--cfg-path', '/tmp/tmpcixh0rdb']
[2024-07-14T02:55:47.549+0530] {standard_task_runner.py:91} INFO - Job 1366: Subtask insert_table
[2024-07-14T02:55:47.592+0530] {task_command.py:426} INFO - Running <TaskInstance: raw_load_customers.insert_table manual__2024-07-13T21:24:34.358036+00:00 [running]> on host kali
[2024-07-14T02:55:47.690+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='raw_load_customers' AIRFLOW_CTX_TASK_ID='insert_table' AIRFLOW_CTX_EXECUTION_DATE='2024-07-13T21:24:34.358036+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-13T21:24:34.358036+00:00'
[2024-07-14T02:55:47.691+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-14T02:55:47.722+0530] {logging_mixin.py:188} INFO - customer_id`,`name`,`address`,`phone`,`email`,`dob`,`ingetion_timestamp
[2024-07-14T02:55:47.724+0530] {logging_mixin.py:188} INFO - ('b0fb40fb-1895-4033-9502-aecb5267546b', 'Jessica Anderson', '49628 Joseph Roads\nNorth Spencerland, PR 14799', '(414)321-6412', 'jlopez@example.net', '1990-09-07', Timestamp('2024-07-14 02:55:47.720386'))
[2024-07-14T02:55:47.726+0530] {logging_mixin.py:188} INFO - ('44ae3fc5-8805-4a83-af77-bb7d2b05192b', 'Arthur Davis', '21998 Terri Hills\nPattonberg, NV 39139', '4527431199', 'zmoore@example.com', '2000-10-14', Timestamp('2024-07-14 02:55:47.720386'))
[2024-07-14T02:55:47.728+0530] {logging_mixin.py:188} INFO - ('57133411-6b41-4812-a944-dc705c076a81', 'Pamela Gibson', '492 Estrada Freeway\nGarzastad, PR 03168', '8494917711', 'davidknight@example.com', '1960-04-22', Timestamp('2024-07-14 02:55:47.720386'))
[2024-07-14T02:55:47.730+0530] {logging_mixin.py:188} INFO - ('b515d9d8-59fe-4598-aa70-700f2aef64d3', 'Kristen Pittman', '756 Brown Wall Suite 047\nWilliamville, IN 17819', '001-626-711-5801', 'caroline48@example.net', '1952-11-07', Timestamp('2024-07-14 02:55:47.720386'))
[2024-07-14T02:55:47.731+0530] {logging_mixin.py:188} INFO - ('dfe2c511-5722-4b3d-a123-d824bba7ebab', 'Mr. Todd Campbell PhD', '668 Wright Mountains Apt. 938\nMichelleshire, UT 41128', '(253)770-9864x4505', 'stacycochran@example.net', '1995-06-05', Timestamp('2024-07-14 02:55:47.720386'))
[2024-07-14T02:55:47.732+0530] {logging_mixin.py:188} INFO - ('52039f4f-a932-4287-9431-807b823afa34', 'Stephanie Malone', '2923 White Brooks\nNorth Christopherhaven, MI 09774', '233.372.3085x04922', 'averynancy@example.org', '1939-02-06', Timestamp('2024-07-14 02:55:47.720386'))
[2024-07-14T02:55:47.732+0530] {logging_mixin.py:188} INFO - ('eed8c86e-46ae-4e2f-98b8-eaf7c2eaf45b', 'Adam Nguyen', '4286 Moreno Fall\nJoshuamouth, IL 74848', '(485)935-3303', 'jlittle@example.org', '1982-11-13', Timestamp('2024-07-14 02:55:47.720386'))
[2024-07-14T02:55:47.733+0530] {logging_mixin.py:188} INFO - ('92ae48f7-2b28-473f-99ff-dfbdcf4313c1', 'Dustin Phillips', '18997 Erickson Plains\nLake Anthony, SC 52514', '2478200894', 'austin98@example.com', '2003-01-16', Timestamp('2024-07-14 02:55:47.720386'))
[2024-07-14T02:55:47.734+0530] {logging_mixin.py:188} INFO - ('68397b18-9584-4afe-abc9-028914f18f78', 'Becky Palmer', '2830 Martinez Landing Apt. 938\nCookburgh, WA 35584', '(944)875-4464x659', 'sarahmcpherson@example.org', '1995-03-14', Timestamp('2024-07-14 02:55:47.720386'))
[2024-07-14T02:55:47.734+0530] {logging_mixin.py:188} INFO - ('f687581f-deea-42dd-a2fe-c93db85edb2b', 'Lisa Mosley', 'USCGC Ross\nFPO AP 84736', '4482354179', 'tdavis@example.net', '1983-04-25', Timestamp('2024-07-14 02:55:47.720386'))
