employee_id,branch_id,name,position,salary,hire_date
d8295158-d085-4211-908f-824882e7175b,82b332d3-f93f-4fa2-abfb-b0a204e2cbd2,Kevin Johnson,security,40706.46,2024-07-16
cc9f0b92-3fd9-406a-b674-a4d925c44239,287bf712-a93d-4bd8-a114-2c2a90a14794,Edward Stewart,teller,74342.65,2024-07-16
710e6bf5-a7fd-49c4-92c1-64b574ae8790,54b45260-66fd-43ff-8c61-11e1c401104f,Thomas Irwin,teller,33429.34,2024-07-16
5e5e40b4-6b0f-4635-bc00-0b0cb8502c69,505561f5-5cfd-427e-829d-00083bdb5b1c,Felicia Graves,teller,106754.6,2024-07-16
64bb3ead-538b-4bc8-89a6-aa5aeb6f75ec,fba0ddb7-c9da-423e-acfd-6486943ab2e1,Ronald Nguyen,manager,33400.56,2024-07-16
785e5473-7fa8-4eaf-a6d3-4d394cfaec37,9e62a84b-510b-4fc2-b66e-5c118d952ce8,Patricia Porter,customer service,49826.89,2024-07-16
4422cf26-b3bd-44fb-b7b1-4380a16f0e9b,82b332d3-f93f-4fa2-abfb-b0a204e2cbd2,Sabrina Shelton,manager,110527.96,2024-07-16
dd4e78d3-5fe5-4def-94d1-9d7879f67e5e,8605b936-d5b4-4fa5-95d7-bd3b28b05129,Gabriel Macdonald,security,81714.39,2024-07-16
3b6d6a4c-425b-418e-a0ce-4aa6dca9d60b,9cf95af7-bbeb-4bc1-93d5-8e8ec62bba51,Jerry Stewart,security,76522.54,2024-07-16
b51b74f8-b7c7-4177-9a3a-66ba54c41e95,0ce1a55d-3860-4290-8e8d-d4dacff88bb0,Daniel Buchanan,teller,74931.42,2024-07-16
f395d2b1-a312-400e-b66f-1ffc13d326ac,cf5dfe79-ddda-489a-a8e4-5167b835ba08,Miss Mariah Diaz MD,security,44659.1,2024-07-16
de4824fd-8028-4e08-bf48-3737badcfdc7,d5cd6e75-8f80-4cd8-b8f0-f4202f78ce4c,Micheal Owen,customer service,76380.27,2024-07-16
051f29c0-56d6-4a74-be80-922c1e9100d5,537d681c-b2c4-4255-bafb-3063fbeb97db,Steven Holloway,manager,107185.1,2024-07-16
c3f49956-e8d6-4b7e-aa25-81b648b1fb1f,d3fc7c7d-4f36-4583-b6eb-2a86c4821036,Matthew Meyer,teller,81386.72,2024-07-16
3ccc6953-c2a0-4e2d-bb5a-a5a1a554a2a0,a4aed765-b47c-4097-b8fd-8fb1c68ed5af,Michael Williams,customer service,33889.66,2024-07-16
4daa0a85-ad27-46ad-a896-789ee796d424,537d681c-b2c4-4255-bafb-3063fbeb97db,Jeff Frederick,customer service,104904.42,2024-07-16
abd82590-6f78-45eb-9e9c-b80ef1b813be,768741f1-c7ba-4e0c-b096-82e73254214d,Alan Herrera,manager,37078.83,2024-07-16
db2dd86a-34a4-4501-9420-139c372b7ae2,e45acbf1-fde1-44d1-82c1-4ae3d2476308,Maurice Pope Jr.,security,116762.09,2024-07-16
7b47f4a3-b1c6-4e9e-aad3-603be423dc63,3a081069-24fc-4570-85cd-477e43babcb8,Laura Gonzalez,manager,105571.98,2024-07-16
3b67f1dd-c935-4cac-a86d-a63a13f1d469,0e7d518e-8663-4335-bbe1-06dffb51a4ee,Rachel Lawson,customer service,72417.08,2024-07-16
1ce5ec61-41c3-4ee0-a04d-d84dc2274b72,b0bb2387-faa5-4c06-adc6-3af5d5827a3b,Deborah Singh,security,71398.41,2024-07-16
1dd8e00e-2952-486d-9c42-c17a97791f61,3eaaba39-ced5-47c7-918e-a5a450ae01ad,Derek Nguyen,security,60904.69,2024-07-16
1345ed70-737f-4d17-a9cb-39f3334902c8,768741f1-c7ba-4e0c-b096-82e73254214d,Mr. Roy Powell,manager,57136.05,2024-07-16
ed5cd1de-f5ec-485c-8a35-e414ee157c5d,d5cd6e75-8f80-4cd8-b8f0-f4202f78ce4c,Matthew Cook,teller,58698.93,2024-07-16
50bb20d9-0b98-43c0-bf74-dcbcdc6fa4c3,0ce1a55d-3860-4290-8e8d-d4dacff88bb0,Timothy Villa,teller,33167.37,2024-07-16
13a9a6fb-39b2-42e7-acd7-0d94cafe1a01,810b848d-fdb6-4a21-b6bb-a37979035384,Jonathon Williams,customer service,37769.3,2024-07-16
87c080eb-a429-49c3-bf01-1c94d5c83ddb,c3a076ee-fafd-4a79-a219-8c7d3bb71ab8,James Whitney,teller,43333.54,2024-07-16
720f6caf-dfdb-459e-b878-ebcc7dcf6fae,85f78fc1-d7e2-46d7-a1e2-294d901a7c56,Sarah Douglas,teller,55515.38,2024-07-16
752a5811-be59-4361-afaa-aaa7a5f62f67,5f894aa6-49f3-4a6f-a044-53dabedddd96,Amber Hernandez,manager,94878.67,2024-07-16
c25cbc95-fe58-4490-bd25-c20c84ca1c7d,05a9090f-c323-46b6-b090-71069495abe5,Michelle Crawford,security,58136.59,2024-07-16
966c8e08-547a-403c-ae39-c3b7a05257f2,f504e1fa-e481-4d2a-ade6-43ed4c8b14c1,Kristopher Perry,security,86559.99,2024-07-16
44c9b6d1-bd46-46e4-809c-fe1902d8ec17,22e001b8-a698-41a0-a7a0-b40c9a33d3b1,Joseph Li,customer service,79699.81,2024-07-16
4f370309-f366-453d-891f-ee2c7c634f52,c3653e86-914b-4f82-843c-cac8b15d70ba,Peter Thomas,security,111163.88,2024-07-16
bdd8ac3b-938b-462f-a4cc-343fb8ede6a7,6e4a4655-7ad5-4887-bf0b-e0f0bd148b42,Christy Hill,manager,108204.06,2024-07-16
76e0a297-7eec-4def-af8a-1137971e2fdc,02621ac4-3605-420f-b34d-b8a3cfe879df,Paul Miller,manager,102257.82,2024-07-16
b6d59e6b-1e6a-4ba8-9834-0fc532eb074b,f46743bb-855d-4c9c-9bc0-cd444f6bd1fb,Cristian Hall,teller,59201.48,2024-07-16
90ace7dc-48aa-4ef0-9370-0fd8553eb2fb,b2163c1f-a9b8-4605-8256-3c9a81225600,Nina Martinez,customer service,43612.7,2024-07-16
49ae1211-f022-4077-9213-db4b45798d7d,97c43c59-d2a5-4123-943e-8a59b80d8404,Patricia Paul,security,59810.97,2024-07-16
a3218827-b829-4c76-8ad4-d833b9038885,85f78fc1-d7e2-46d7-a1e2-294d901a7c56,Marilyn Hamilton,security,113154.77,2024-07-16
09067121-56d9-464e-9e83-2082caa434f4,86ead676-2336-4870-9d55-fb648e176d01,Jessica Johnson,customer service,96678.43,2024-07-16
e66a73d6-9980-4543-911f-ac9dade00215,eafed602-8d8b-4fe6-bd57-fef43f228159,Kristen Smith,security,33723.42,2024-07-16
278c4891-0d5a-4d34-8193-97585557122a,5f894aa6-49f3-4a6f-a044-53dabedddd96,James Edwards,security,33402.41,2024-07-16
5cfa2e8d-2305-4507-b08f-8a3af0116b77,cebffcb2-a032-427d-b478-e94aedd324c0,Denise Sanchez,teller,43503.11,2024-07-16
b365ca7c-a6aa-45cf-8044-b170b20d6071,6af170c4-2e7c-4133-aae4-ca049c9bd6e9,Margaret Glover,manager,52799.15,2024-07-16
8f4453c2-730b-4d95-9d4f-833452aec1dc,4838e5ba-34ec-4aeb-946a-6c5649fd8a10,Andrea Ray,manager,41707.02,2024-07-16
797ea4c0-1598-431d-b1ec-f2e8415ee64d,22e001b8-a698-41a0-a7a0-b40c9a33d3b1,Shannon Barnett,customer service,80185.4,2024-07-16
9129eeb9-557f-4036-a136-d1ef371d88c6,2f0e20f7-fdca-48cc-ac60-43e56e11183d,Rachel Beck MD,security,68189.14,2024-07-16
f6902aa0-1a73-431a-b9be-dcf0075a0b11,0ce1a55d-3860-4290-8e8d-d4dacff88bb0,James Deleon,customer service,53046.27,2024-07-16
6f134de3-568c-4c8b-843a-c38963525410,d5cd6e75-8f80-4cd8-b8f0-f4202f78ce4c,Lisa Diaz,manager,39405.49,2024-07-16
685e3acc-f34c-4758-bd8f-5ad872d2ccf2,eee3be08-35fc-4689-8674-6f13851d1d90,Janet Moore,security,50473.46,2024-07-16
ee18b0f7-b7e9-45a7-9466-395fd70b769c,e624e46e-6331-48e9-acec-b499430a4cef,Mrs. Michelle Guerrero PhD,security,39117.1,2024-07-16
85545c68-6bc9-462a-88bd-af1745d4c51e,43c90377-73f4-489d-9c6e-c1b3f57a10f2,Sonya Jimenez,teller,105636.68,2024-07-16
49e8e3dc-e05b-437b-8482-d034ab0f6407,05a9090f-c323-46b6-b090-71069495abe5,Christian Walsh,customer service,98044.32,2024-07-16
71bf8da2-a34f-4398-9ed8-972a85c9e4fd,1b0f3ee1-a5f2-4552-9462-29593c69b816,Daniel Randall,customer service,106857.15,2024-07-16
9ef14bd0-881d-4c37-bb7b-2ea4b77b3ef1,810b848d-fdb6-4a21-b6bb-a37979035384,Debra Berg,manager,119324.92,2024-07-16
9d93327c-5ab6-4821-ab37-535604825c6d,3c436767-db98-4416-b310-5b47d3cc8dca,Amy Lara,security,42307.1,2024-07-16
1f8d2f9b-277c-47fd-885a-cd89bfb0701e,fc31ad3f-84ff-4f35-884c-8bd800a406cf,Gavin Marsh,manager,50189.93,2024-07-16
bf28fe26-4c60-4f41-ad05-50019e85bc8b,6af170c4-2e7c-4133-aae4-ca049c9bd6e9,Joel White,teller,101766.22,2024-07-16
3b5a2680-1376-4e2b-831c-0c59f8967b73,b0bb2387-faa5-4c06-adc6-3af5d5827a3b,Kelsey Padilla,teller,83907.26,2024-07-16
cf69de21-1cf9-46ea-843f-a421055d1d7d,61223329-f0c1-4800-84ae-fcb71cc14e21,Kelly Erickson,manager,70045.86,2024-07-16
18372d1f-7411-478b-b258-3455f8aca15b,a4aed765-b47c-4097-b8fd-8fb1c68ed5af,Krista Reyes,customer service,50458.97,2024-07-16
37a51c87-d86c-4f88-9602-94bdbc4562cc,b78f4698-ebb2-49d7-a56b-9f06e0570f94,Julia Mathews,security,40572.67,2024-07-16
2d139686-c270-4591-83c6-18c6975ec4b0,9db1c490-8070-4ca8-a5f2-2fc6fb55a586,Erin Whitaker,manager,62146.75,2024-07-16
85c6d489-f8f4-453c-8e18-de5f46ded99d,e45acbf1-fde1-44d1-82c1-4ae3d2476308,Brandon Barker,manager,87325.05,2024-07-16
a2a13d70-5b65-4ceb-b634-29c2a83b0cba,c3a076ee-fafd-4a79-a219-8c7d3bb71ab8,Karen Banks,manager,90452.47,2024-07-16
391d4583-87bb-4512-94b1-5cc952f05b29,54b45260-66fd-43ff-8c61-11e1c401104f,Brandi Stewart,security,88165.57,2024-07-16
23c2f808-3e73-4964-8848-8aba67038d5a,9e62a84b-510b-4fc2-b66e-5c118d952ce8,Misty Long,teller,83777.78,2024-07-16
17a4244e-a9ab-4751-91e6-a5630dd54c10,312c1bff-4895-4e10-b514-71a79f212892,Andrea Carter,customer service,86127.46,2024-07-16
c90cb948-076a-40ba-8202-148b61cd3b64,c3a076ee-fafd-4a79-a219-8c7d3bb71ab8,Robert Gonzales,teller,117303.49,2024-07-16
