customer_id,name,address,phone,email,dob
2cca3220-7c66-423a-bd11-a4ab0acbec50,Lisa Mcmillan,"752 Scott Ports Apt. 013
Kathleenborough, WV 54697",384.379.6032,ynelson@example.net,1993-10-28
81627553-2c2f-448e-8c22-d6a920443593,Ryan Larson,"2653 Jennings Summit
Port Xavier, HI 81023",420.611.5715x80107,frankallen@example.org,1986-08-23
b81f3cb7-87e5-4f09-8557-8fb7648ff0ad,Jimmy Mayer,"5414 Brown Island Suite 645
West Andrew, LA 84513",(648)817-5594x997,dustin55@example.org,2005-05-09
c75f277b-a698-4c41-b9b9-68666bab9e09,Sara Chambers,"558 Shirley Highway Suite 664
Bennettborough, IA 71309",(410)796-6308,harrisrobert@example.net,1952-02-13
3f7d02a2-3f06-4e8c-8a3f-d1f1ac251990,Kendra Murray,"65977 Haley Pike Suite 796
New Daniel, AS 76357",661.660.9763x6180,jonlawrence@example.org,1986-07-09
e2f7044d-6298-4d92-852b-6e994581ea71,Mrs. Kathy Jackson,"088 Brenda Hills
Laneshire, WY 82272",001-253-796-3360,zhaley@example.com,1961-11-21
861a5338-104c-47f9-8b36-17e33a11aea0,James Robinson,"4455 Cooper Garden
South Brettchester, MA 89405",(847)647-0924x397,elizabeth93@example.com,1992-12-01
5dc42062-03b6-4414-9926-523704c2e540,Christina Williams,"85531 Robert Square Apt. 683
South Terriland, MT 15263",001-231-492-9691x77942,elizabethmeyer@example.net,1982-01-23
8e709f55-66dc-4b92-afb9-3b09d7bba745,Warren Cooper,"9925 Butler Divide Apt. 687
Steeleton, AR 90316",536.851.6914,ramseyleonard@example.com,1953-02-25
79103153-a3ab-4d54-aced-d530850c6b34,Chris Garcia,"6268 Thompson Skyway Apt. 557
Lake Jonathan, MO 67157",426.403.8356x7403,cmason@example.net,1983-04-08
ddadd429-3302-46ab-a932-f07360042aef,Brian Stewart,"1186 Tiffany Burgs Suite 688
Ianberg, NJ 22384",940.635.8429x416,cruzchristopher@example.net,1983-06-16
c7864f8c-7399-4bb8-9182-c5a50a6cf0fa,Matthew Espinoza,"42563 Alan Loop Suite 306
North Nicolas, OK 20079",+1-675-806-4874x708,nmathews@example.net,1949-05-23
6651948d-faa2-4461-88b4-e6e3c027413c,April Lee,"525 Mary Fords Apt. 417
Port Claudialand, VI 27386",+1-881-941-7770x83400,joseph54@example.org,1982-03-17
0e50452d-ed90-44b8-ac5c-2a62baa16a03,Brett Cohen,"3795 Chavez Shoal Suite 557
Kennedytown, ME 83082",9945210719,ugibson@example.com,1994-03-09
c4abeabe-eb84-4980-9f89-27345d348493,Tanya Meyer,"42105 Edward Burgs Apt. 835
South Bobbyfort, CA 80693",(478)377-6816,bmorales@example.net,1977-12-04
abb4a498-bb1c-451b-b5bd-3b7f0152cb9a,Karen Romero,"378 Scott Corner Suite 849
Rickhaven, OH 14447",(323)453-9958x159,qsmith@example.net,2002-03-01
76459abd-fd24-4bdf-a331-deff17ff3b6d,Brent Nguyen,"043 Campos Ports Apt. 578
Rebeccaborough, ME 27289",581-237-2068,hhunt@example.com,1993-09-10
15728de3-4df7-446a-a3c5-a08c554f1f0d,Jennifer Murphy,"7089 Crystal Club
South Kathleenport, WI 68572",243.812.7860x174,benjaminpatel@example.net,1984-08-24
bacfd533-b16a-4759-af51-d87ae33c7698,Victoria Jones,"23567 Benton Fords
Jamesshire, MI 37795",(679)678-2099,weaverrodney@example.com,1966-07-04
5b353cd8-e05b-47c4-a58c-9ff1dfa4cfa3,Betty Parker,"2921 Kirk Green Apt. 155
East Johnville, SC 80635",+1-814-479-9695x752,nathanielodom@example.com,1962-03-28
8aa88fde-9258-4d5b-a970-878651839a13,Christian Shepherd,"Unit 6597 Box 7897
DPO AA 14294",(387)420-0436,melissa21@example.org,1957-10-28
d0f61ab0-c106-43e8-8788-e7d0425f16b2,Patrick Reed,"9873 Davis Club Suite 014
West Timothy, KY 25495",(275)776-8282x07086,jessicaesparza@example.org,1948-11-12
e956de1c-72f1-46eb-b502-74dbde33db55,Diane Kim,"70213 Christopher Centers Suite 065
Port Johnfurt, AL 78877",(641)695-2365x11132,felicia48@example.net,1948-08-03
615fb8f8-d166-4f69-a380-a365cfe9e293,Donald Barajas,"5324 Whitaker Fort Apt. 112
West Susan, CT 76194",327-611-6716,alexisstrong@example.org,1947-05-23
8807196d-8e59-408b-aeef-678c861c5b54,Jessica Collins,"39661 Sarah Plaza
West Stephaniemouth, IL 71026",001-431-876-7355x6075,adavis@example.com,1948-06-04
b716a657-b842-4fcb-82b1-801e2f9ff544,Wyatt Ellis,"443 Kelly Orchard Apt. 516
Lake Holly, MH 38000",+1-762-324-1271x519,gary66@example.net,1935-04-02
3ba3e35b-7c94-4a0f-816c-0f2cca34d26f,Christian Travis,"876 Sanchez Port Suite 612
West Jenna, MA 86011",772-380-2246x4808,juanbeasley@example.net,1956-08-05
7719afe7-737b-4e8e-8870-476298518199,Sharon Harris,"9444 Torres Way Suite 577
Kellerport, DE 82275",539-257-8341x3063,crawfordkayla@example.net,1997-07-30
efee97b0-e201-4866-9c26-38920ce971e7,Jason Jones,"783 Little Ramp
North Ruben, KS 89109",+1-702-256-9778x39243,awells@example.org,1956-03-21
7f5c284d-10a9-4653-a548-720df563b837,Christian Tucker,"8623 Jessica Divide
East Michelle, KS 92438",001-889-427-8812x21100,abigailwood@example.net,1974-12-25
1a84323e-4081-4a5c-a7c3-9b806fc05062,Benjamin York,"810 Brenda Isle
Beckerstad, SC 64353",(614)581-4767,michaelramirez@example.org,1994-08-27
6491ea48-a044-4c5f-b841-dea6e5685082,Rachel Ruiz,"86025 Carrie Viaduct Apt. 736
Lesliechester, OH 26769",258.974.0828,bpotter@example.net,1986-06-16
a89e86c1-55e2-4e23-bda4-0975d2cd667d,Donald Jackson,"80107 Mark Vista
Alexbury, VA 25801",8904905721,jmartin@example.net,1967-11-04
becb534d-3396-4647-acce-1022bc571c56,Chelsea Hernandez,"341 Jessica Harbors Suite 263
West Hannahbury, MD 42895",951.716.0486,imorgan@example.com,1937-03-18
985d6e75-5f38-4492-9a54-8bafe0097abb,Lawrence West,"264 Rodgers Trafficway Suite 753
East Keithview, FM 27595",(346)723-0985x8309,mirandabarbara@example.com,1979-10-17
38b4ed1c-9154-4852-9243-1e2a24d58db3,Steven Perez,"72137 Wallace Camp
Daviston, NH 39739",798.792.3582x3589,angela24@example.org,1992-08-24
f81d5e9f-5858-414a-9c6a-bff2fb8fd3c7,William Washington,"90558 Patricia Mountain Suite 796
West Bryanchester, KY 69940",674.628.8203,lisa97@example.org,1946-06-18
bb14b7c7-2776-497c-bffc-81a5f55b413e,Kimberly Ochoa,"9366 Michael Orchard Apt. 395
Hoffmanchester, HI 32356",+1-251-489-3860,jsellers@example.org,1997-05-16
5e222dbc-c2a6-42fc-adfa-03e4baf0293e,Denise Davis,"4989 Johnston Creek Suite 165
New Kristin, HI 47461",798.477.0827,jonathan63@example.com,1942-05-17
50abd004-2011-42ea-aac2-7c1af6c44bd2,Cheryl Davis,"53493 Connie Garden Apt. 970
Orozcobury, MD 36920",+1-398-814-1162x488,george59@example.org,2003-10-13
d6bc0ecd-9631-419e-b5e4-a1a437fa30cb,Alexander Taylor,"9127 Schwartz Rapid
East Kaylachester, KS 91835",(883)932-8275,fgraham@example.org,1990-04-04
64181158-aaab-4bbc-9290-6b62176e5062,Carolyn Boone,"6945 Lane Court Suite 062
Port Nicolemouth, NE 04968",(707)741-9337,larryford@example.net,1937-10-08
d58ff503-51bc-42a1-8e8b-ca58796e9011,Daniel Ellis,"99400 Bishop Heights Apt. 019
New Joshua, DE 73504",681.992.0297x336,karen67@example.com,1938-06-06
a8d44043-0534-4d3f-81b6-6086ba978f96,Justin Robertson,"506 Medina Mall
Vickiemouth, NH 25707",835-591-5352x8011,whitecolleen@example.com,1952-09-12
4efd825f-4026-4e87-9ff3-fceb59bca4d4,Teresa Burke,"110 Kelsey Cove
North Kellymouth, GA 95635",889-747-0302x9565,tony52@example.com,1935-04-05
93027f25-85a9-4b1c-9124-dcd5c82e7383,Lisa Russo,"692 Nunez Islands Apt. 385
East William, DE 17462",+1-875-799-7999x58189,zdiaz@example.com,1994-11-24
a5e061d1-f024-4811-87da-fb4d605ee993,Nicole Russo,"50405 Michael Lodge
Evanland, MO 11039",657-501-3600,ylong@example.net,1972-07-07
5931e4a6-0f32-4a8a-ae33-26d37c184f83,Aaron Hunter,"604 Tammy Loaf
Lake Laura, IL 80784",001-383-466-5689x717,richardperry@example.org,2006-06-05
048fd362-65a2-4b23-ac7b-05d8af003049,Tony Murphy,"35395 Rush View Apt. 445
West Bryan, ID 28368",7054208339,ypark@example.net,1951-10-20
f69a64e5-b565-4866-a9d6-0c495a72431a,David Brown,"PSC 8329, Box 9152
APO AP 20943",371-559-8633x15914,tabitha09@example.org,1978-03-15
e0c79839-9ef0-4e32-9656-ec0af2a23662,Kyle Evans,"PSC 6856, Box 3326
APO AP 89019",(829)468-0241x92263,mullenjohn@example.com,1938-08-06
90d77d26-0f87-43c1-a86f-00d1ff53b82d,Donna Jones,"517 Ralph Causeway Suite 917
Susanchester, AK 92508",(833)956-6902x1576,mcuevas@example.org,1978-09-06
8fc42689-03f2-48c3-89ea-cff4653e85a2,Charles Robbins,"50912 Cody Loop
Catherinefort, OK 75820",9308869730,cowens@example.net,1934-11-18
edacaadd-409a-4f27-baae-a03e0ddcdefc,Timothy Howard,"PSC 2327, Box 5460
APO AA 36642",(987)971-1280x349,qshaw@example.net,1997-05-18
67ce2b38-b655-4f78-8936-547214277e5a,Alicia Perez,"555 Martin Squares Apt. 356
Aliciaborough, KS 93906",(352)273-9913,jacob29@example.com,1990-10-17
154a4171-e364-4ef8-a18b-ca9ab5da627c,Terry Silva,"8097 Hayes Springs Apt. 412
North Dylanburgh, MT 31203",+1-663-695-7716,uwilliams@example.net,1944-03-02
fb9a7d61-2bae-4c4d-821b-6af28b25cfa1,Katherine Stokes,"961 Sellers Parks Suite 947
Port Melissaton, WI 52069",2327793794,lmarsh@example.org,2006-01-18
df240465-3590-4409-9bad-f3487809c961,David Patel,"1369 Mark Mills Apt. 524
West Wesley, MH 18423",(774)809-7934x431,sandovalmatthew@example.org,1990-08-22
