customer_id,name,address,phone,email,dob
dbae98cc-5f7e-45d7-8a68-5ef201390c0d,John Keller,"81662 Jill Spurs
Danielchester, WV 83651",001-630-724-7994x991,johnathan14@example.net,1991-05-23
cbd5d739-96be-4b8b-b982-d32621ef6088,Anthony Long,"0281 Sandra Tunnel Apt. 951
Moniqueland, KS 43965",001-658-638-0897,lesliewhite@example.com,1989-09-05
b7e9ffa5-977d-4d2f-a6c8-181be1a05b40,Jay Proctor,"66617 Cynthia Estate
Port Jessicaville, CO 63244",800.403.2171x947,evan35@example.org,1987-06-23
e7eb5440-0bbe-4d0d-8bc3-004a88363866,Dean Morrow,"0085 Jordan Rue
Vargasbury, ME 25583",+1-507-313-9341x1912,bonillalori@example.net,1946-08-26
2b786a43-fac1-4178-b5d6-99c199f70d17,John Cooper,"84478 Malone Road Apt. 945
North Grace, GA 37812",(620)280-5784,cunninghamfrederick@example.com,1944-12-03
6faf778d-d80a-486c-bbb2-3d6609f9245b,John Allison,"155 Smith Dam
South Stevenbury, ID 51867",+1-836-207-5850x715,torresstacie@example.com,2004-03-30
a33ddd61-6c71-4552-acd9-f06cd34e7b3a,Joseph Noble,"PSC 2776, Box 2272
APO AE 69766",2495387183,hesterjoshua@example.com,1942-06-18
c9a1e06f-c93e-474c-bf42-f9453ff666d3,Brian Mcfarland,"856 Pena Light
North Lynn, VI 68631",712-523-8203,diazstacy@example.com,1977-09-13
7763c9cc-a8ab-4b4f-a645-6b846774e2aa,Michael Donaldson,"896 Willis Manor Suite 324
West Nancy, TX 66853",685-264-4983,jenniferjohnson@example.org,1965-06-04
c7a207d5-c913-4601-ab4d-73d09750dbaf,Thomas Williams,"274 Ronald Ford Apt. 909
West Shawnside, NM 43886",(525)759-2478,ianderson@example.org,1991-02-11
52a91cf6-1701-462c-b0a4-7527924b2864,Nicole Jones,"87147 Ballard Streets Suite 565
Waltonberg, HI 40908",001-806-905-5342x2736,david03@example.org,1980-02-23
e5f8f539-ab08-4536-905b-5646bd600a14,Martin Reese,"571 James Loaf
South Amyberg, NC 98824",+1-803-770-3675x7110,nealdebra@example.org,1974-11-23
fb917483-23e3-4105-8dbf-934c1d876a6e,Bridget Harrison,"791 Valerie Club Suite 965
Port Jasonhaven, RI 08712",616.956.6853x76387,munozdestiny@example.com,1963-07-15
6cd8cde6-4b83-4406-afd9-150cbddb53cd,Justin Taylor,"0993 Moran Springs
Lewisfurt, VT 06540",557.517.4495,joshua27@example.org,1942-04-15
53147713-0d26-437a-a789-c8d88fd64045,Juan Scott,"415 Rowe Shore
Lake Markside, NC 79448",719.350.1251x23000,briggsjoshua@example.org,1972-03-22
